description,text,rating
"Audit supervisor (Current Employee) - islamabad - January 4, 2013",Grant thoronton is a multinational firm and 5th in the world,5.0
"Design Team Coordinator (Former Employee) - Chicago, IL - January 2, 2013","Grant Thornton is not a bad place to work--you start at 8:30, you leave at 5, you put in your overtime, you go home.

But what I didn't see from any of the employees there was passion. No one seemed to want to be there--it was more of a way to pay bills than anything else. I will say, though, the compensation was excellent!

As with any job, you have the politics, etc. In my department (proposal writing), the coworkers seemed a bit catty. Job security was low--they laid off 5 people in the first year--a fourth of the initally hired workforce.

The resources for designers was severly lacking. It's not an environment that fosters creativity, and we felt more like monkeys being told to spit out bad design requests more than anything else.

The most enjoyable part of the job was the activities that the leader put together--there was a lot of team building, and that was nice.

All in all, Grant Thornton was a pretty average experience. If you're into accounting and being in an office all day, this is the place for you!",3.0
"Consultant (Current Employee) - Alexandria, VA - December 27, 2012",Mysterious round table (annual review)--comments are only shared among managers and higher up. No visibility to the lower management. Promotion really depends on who is your manager.,4.0
"Intern- IT Auditor (Former Employee) - New York, NY - December 26, 2012","Come in the office at my leisure and begin my work. On busy times of the year i would come in early and leave late, but on the less busy times, there wasn't any micromanagement. Management was great, gave plenty of time to finish the work, but a lack of communication exists, and not really much of an open door policy. If they had a problem with you, or pretty much any co-worker had a problem with you, no one would communicate with you until its too late. Not really much feedback. A coaching system was in place, but i was unfortunate and did not really have one as my coach wasn't even aware they were my coach. Hardest Part of the job was the standard set by management, which is good. The most enjoyable part were the extra activities the company paid for, such as kickball, basketball, baseball etc....",4.0
"IT Auditor (Current Employee) - Salt Lake City - December 18, 2012","GT was a great place to work. The experience is amazing as I was able to work on over 20 different clients and view their IT organizations. I was able to see what worked well with certain companies and what didn't work well in other organizations. I worked on controls audits, penetration tests, and SSAE16 audits.",5.0
"Senior Consultant (Former Employee) - Alexandria, VA - December 17, 2012",Grant Thornton GPS is a fine firm to work for. They will work you and they will balance work and life but they also will work you. I don't have a problem with that.,4.0
"Senior Consultant (Current Employee) - Chicago, IL - December 10, 2012",I worked in the Chicago HQ and was a senior associate. They get all the dropouts from the big 4 and most people where incompetent. Grossly over billed clients and made many accounting mistakes.,1.0
"Executive Assistant to OMP (Current Employee) - Houston, TX - December 5, 2012","Providing proactive executive support; including phones, receiving visitors, all aspects of travel, calendaring and scheduling. Meeting planning & execution; both onsite and offsite, including presentation materials. All account payable & receivables processing for the Houston Office.",3.0
"OI-GPS Consultant (Former Employee) - Alexandria, VA/Brooklyn, Ny - December 2, 2012",Great company. Solid management. Great advancement opportunities.,5.0
"Self Employed Contractor (Former Employee) - Alexandria, VA - November 5, 2012",Was assigned as a consultant to Grant Thornton Personnel training them for working with the National Finance office of GSA.,4.0
"Senior Tax Supervisor (Left for Evergreen) (Former Employee) - Portland, OR - November 4, 2012","Quality public accounting firm which was my first job out of college. Excellent training, education and advancement opportunities.",4.0
"Senior Accountant and Internal Auditor (Former Employee) - Reno, NV - October 23, 2012","Work hard, play hard culture. Learned detailed audit and tax areas that continue to compliment my career. Supportive and involved management that genuinely cares about their employees and clients. GT hired smart well rounded individuals that were supportive and knew the importance of success through teamwork.",5.0
"Payroll Coordinator (Former Employee) - Oak Brook, IL - October 17, 2012",worked there for 4 years as payroll coordinator was not trained for job felt like i was learning as i go. i had 4 different managers in 4 years. did not feel as if company appreciated any of us coordinators. We had 4 payroll coordinators we were underpaid and overworked. Another coordinator and myself left the company then they brought in 4 more temps.,1.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Director IT (Former Employee) - Karachi, Pakistan - October 11, 2012","I was responsible for establishing technology advisory services division, so it was a challenging job, for me it was an opportunity to work with management and technology consulting professionals. Strong communication and relationship management is required with customers.",5.0
"Audit Clerk (Former Employee) - Zimbabwe - September 15, 2012",Worked from 8am to 5pm every week day. Learnt to be a competent and professional individual with good ethical values. Management encouraged these values and continued education. The co-workers were helpful and friendly and set a good examples where ethics and dignity were concerned. The hardest part of the job was working for extended hours up to 16 hours a day at out-of-town clients even though the experience was worth it. The most enjoyable time was being part of a well engineered team that had the ethical values that also molded me into a competent and professional young woman.,5.0
"Manager - Business Advisory Services (Former Employee) - New York, NY - August 31, 2012",A great place to work for a non-big 4 firm especially the people you work with.,4.0
"Administrative Assistant (Former Employee) - 1400 - 10060 Jasper Avenue, Edmonton, AB T5J 3R8 - August 28, 2012","A typical day at work:

1. Open and sort mail for senior partner.

2. Prepare and modify correspondence.

3. Answer telephone and assist with scheduling appointments.

4. Print and collate financial year-end reports, and tax returns for senior partner and four senior accountants.

5. Retrieve documents from filing room.

6. Prepare monthly expense report for senior partner.

7. Make lunch reservations for business meetings.

What I learned at Grant Thornton LLP:

1. The operation of standard office equipment.

2. Knowledge of clerical and administrative procedures required for a busy accounting firm such as filing, preparing correspondence and record keeping.

Management:

Management was friendly, approachable and very professional.

Co-workers:

My co-workers were friendly, helpful and fun to work with.

The hardest part of the job:

On numerous occasions, I was given little time to proof, print and collate a number of urgent year-end reports for different accountants, who all needed them completed that same morning or afternoon.

The most enjoyable part of the job:

Working with the accounting interns and my fellow administrative assistants.",4.0
"Marketing/Proposal Manager (Former Employee) - Alexandria, VA - August 10, 2012",Proposal management and marketing for federal agencies; learned and participated in industry associations and surveys on specific issues in the government financial/technology arena.,5.0
"Front Desk Receptionist (Current Employee) - Edison, NJ - August 8, 2012","I scan and copy documents for Partners in the office. I'm intermiate with Microsoft Word and Excel, so every now and then I projects. FedEx and UPS deliveries are always coming in, so I sign off on packages and mail. Most enjoyable part about my job is working with people. The downfall of my job is that I am only part time, so when I do get really busy within the four hours I am at work, there's not enough time.",5.0
"Director (Former Employee) - Dallas, TX - August 6, 2012",Great co-workers with sound industry knowledge and advisory experiences to share with colleagues and clients.,4.0
"Regional Marketing Coordinator (Former Employee) - Dallas, TX - July 29, 2012",Was a great place to work. Smaller account firm than one I previously worked for but leadership vision was clear to all employees.,3.0
"Receptionist/Administrative Asst (Former Employee) - Denver, Colorado - June 18, 2012","Receptionist - front desk duties.
Duties I was responsible for and receiving new one's and getting promoted to Admin. Assistant.
Had weekly meetings to give my input and to listen to the one's being given.
Good hard working people that put the""T"" in teamwork.
Having to say good-bye after 8 1/2 years position had been eliminated.
The parties, events and training were over the top.",4.0
"trainee (Former Employee) - Chittagong - June 6, 2012",Best place to learn with lots of fun.a friendly but professional enviroment.,5.0
"Senior Staff Accountant (Former Employee) - Minneapolis, MN - June 4, 2012",The biggest difficulty with this firm is that they have decided to outsource work. That means that associates that would normally be learning about tax returns through putting them together are now reviewing returns. This is a task that they are often unprepared for due to their inexperience and it makes the entire process difficult.,2.0
"Audit intern (Former Employee) - Zefyrou 56,17564,P. Faliro - May 19, 2012","A typical workday would start at 9 a.m. As soon as I arrived at work I turned on my laptop and started preparation till my supervisors arrived.Normally I was checking the previous day job and if I had any due task to complete I did it at that time.Around 9.30 the rest of the team (4 persons) would be on the office.In case of external control we had either to travel very early in the morning (eg 5 am) depending on the destination or to meet at a certain point close to the company we controlled.The work pace was not especially stressful but we had very strict deadlines so we did not leave the company till the job was completed.In the beginning I was excuting mostly clerical tasks like photocopies,correspondence,data entry on excel.Shortly I was involved in audit report production (editing),testing of transactions,bank reconciliations, external audit confirmations.In general the management was effective however there was room for further improvement.The hardest part for me was the time I spent to arrive at work which was around 1h and 30 min.Apart from that I found the job very interesting.I also enjoyed the short business trips.Overall I was satisfied from what the company offered me.",3.0
"Intern (Former Employee) - Islamabad - April 26, 2012","I enjoyed working in grant thornton,
i learnt how to behave and work in a highly professional environment.",4.0
"Analyst (Former Employee) - New Delhi, India - March 11, 2012","- The world number 5th accounting consulting organisation.
-equipped with excellent employees and management to hone your skills.
- excellent opportunities are provided to work with",5.0
"Consultant/Budget Analyst (Former Employee) - Alexandria, VA/Washington, DC - February 17, 2012","Great managment, excellent procedures, good pay. I would work for them again.",5.0
"Sr. Consultant (Former Employee) - Denver, CO - February 1, 2012",The people in the independent firms of Grant Thornton International Ltd provide personalized attention and the highest quality service to public and private clients in more than 100 countries. GT has taught me so much. I am so glad I had worked there with some great people.,5.0
"Audit Associate (Former Employee) - Tanzania, Africa - July 11, 2011",It's a very professional and ethical company to work for with so many challenges that come accross due to diverse client engagements and different industries.,5.0
"AUXILIAR DE AUDITORIA (Former Employee) - Puerto Vallarta, Jal. - November 10, 2022",Aprendes demasiado y las prestaciones son muy buenas,4.0
"Comptable (Former Employee) - Guipavas (29) - November 4, 2022","Mauvaise ambiance avec le management et les collègues. Volonté de ne pas communiquer. Pas de formation suffisante mais des reproches quand on arrive pas à sortir les compte de gestion à temps.
Je déconseille fortement ce cabinet aux alternants à cause du portefeuille très spécifique qui n'est pas reconnu dans les autres cabinets.
Je déconseille fortement ce cabinet à toute personne pouvant avoir une autre opportunité ailleurs.
Je déconseille fortement ce cabinet à toute personne aillant une personnalité et une joie de vivre : si vous restez trop longtemps, vous ferez une dépression.",1.0
"Payroll Officer (Current Employee) - Luxembourg - October 15, 2022","Entreprise avec des avantages interne (plan de formation, tr, prime annuelle)",4.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"CONTADOR PUBLICO (Former Employee) - Puerto Vallarta, Jal. - September 30, 2022","Excelente trabajo para aprender de todos los temas, el trabajo es mucho pero tienes la facilidad de estar en home office, las prestaciones son mas que las de ley pero el sueldo en si que te llega quincenal mente es muy bajo",5.0
"Auditeur financier (Former Employee) - Paris (75) - August 1, 2022","A fuir Grant Thornton c'est une entreprise qui décourage de poursuivre en audit, je ne recommande absolument pas",1.0
"comptable (Former Employee) - Perpignan (66) - July 13, 2022","management inhumain , pas un jour sans que quelqu'un ne parte en pleurant ,
l entreprise se veut être stylée start up américaine mais vous êtes fliquez à mort, on vous demande de vérifier vos mails le dimanche soir et la charge de travail est irréalisable ( à moins peut être pour un robot )
je n'ai jamais vécu une expérience aussi catastrophique",1.0
"Senior Auditor (Current Employee) - Pordenone, Friuli-Venezia Giulia - July 6, 2022","La mia esperienza è legata alla revisione legale, si tratta comunque di una società con clienti importanti e la crescita è veloce, si lavora davvero molto ma ero uno scappato di casa e qui mi sono costruito una carriera.",4.0
"Gestionnaire de paie et administration du personnel (Former Employee) - Lyon 6e (69) - June 20, 2022","La Société Grant THORNTON est très accueillante au premier jour, pour se rendre compte au fil des jours que tous les collaborateurs veulent partir. On ne m'a pas formé comme il faut et encore moins laissé le temps de me former. Exercer de la paie n'est pas si simple d'autant que chaque structure possède ses propres procédures!",1.0
"Asesor (Former Employee) - México - June 16, 2022","Poco crecimiento y salarios bajos, ambiente toxico.",3.0
"Assistant comptable (Former Employee) - Guipavas (29) - June 3, 2022","L'ambiance est particulière, elle peut être bonne.
Il y a énormément de pression, de nombreux départ. C'est un environnement de travail très stressant, c'est compliqué d'y être formé. Pas ou peu de communication, et aucune reconnaissance.
Cependant, on est très vite au cœur du métier donc on devient vite indépendant. En soit, c'est enrichissant, malheureusement difficile de tenir sur du long terme.",1.0
"Auditeur IT (Former Employee) - Neuilly-sur-Seine (92) - June 1, 2022",Très bon accueil au sein de la BU. Le management est sympa et décontracté. L'équilibre vie pro / vie perso est plus au moins respecté. Cependant au niveau de la formation il y a encore des progrès à faire.,4.0
"Business Risk Services Manager (Former Employee) - Cdmx - May 31, 2022","Buen lugar para el desarrollo profesional. Retos continuos, que permiten el crecimiento profesional.",5.0
"Auditeur (Former Employee) - Neuilly-sur-Seine (92) - May 20, 2022","Démissions à la chaîne, des managers les plus “humains” et bienveillant.
Les pires restent.
Tres bien pour monter en compétence mais il faut fuir rapidement après",2.0
"Comptable confirmé (Former Employee) - Guipavas (29) - May 19, 2022","Bon cabinet sur du court terme pour acquérir de l'expérience mais à fuir rapidement. Démissions en chaîne, ambiance tendue, pression accrue, rémunération bien inférieure à la moyenne.",2.0
"Contabile (Former Employee) - Milano, Lombardia - May 2, 2022",Per chi ama mettersi in gioco e ha voglia e tempo di imparare,3.0
"Comptable Gestionnaire (Current Employee) - Guipavas (29) - May 2, 2022",Augmentation mensuelle du nombre de dossiers à rendre de plus en plus tôt Pression de l expert comptable,2.0
"Asistente Contable (Former Employee) - Bogotá, Cundinamarca - April 25, 2022",Los compañeros son excelentes personas que siempre están dispuestas a ayudar.,5.0
"Contadora (Former Employee) - Bogotá, Cundinamarca - March 30, 2022","los compañeros es lo mejor de la firma, y el ambiente familiar que hay",3.0
"Comptable (Former Employee) - Perpignan (66) - March 22, 2022","J'ai passé deux ans dans cette entreprise. Le projet Atlas est un désastre, mis en place par des incompétents qui n'ont jamais mis les pieds dans une clinique. Si l'ambiance entre collègue était bonne au départ, maintenant elle est exécrable. Des clans se sont formés. Quand au travail, on vous donne un objectif qui change trois jours plus tard. Un état de stress quasi permanent, des salaires bas, aucune motivation.
Heureusement pour moi j'en suis partie!!!",1.0
"Je suis certifiée gestionnaire (Former Employee) - Luxembourg - March 22, 2022",l ensemble de la société est très sympas ambiance fun et conviviale et locaux super agréable pour travailler et la salle de repos est chaleureuse,4.0
"Als Lohn- und Gehaltsbuchhalter (Former Employee) - 04105 Leipzig - March 14, 2022","Wenn einzelne Angestellte zu viel Macht haben...
...nicht umsonst herrscht eine hohe Fluktation.

- ein guter, stufenweiser Einarbeitungsplan
- insgesamt in den ersten Monaten eine gute Arbeitsatmosphäre bis...
...eine Führungskraft nach längerer Unterbrechung zurück kam und die Vertretung abqualifizierte",4.0
"Apprenti IT (Current Employee) - Neuilly sur Seine - February 26, 2022","Environnement jeune et collègues sympathiques. Malheureusement horaires bien trop longs, plannings non respectés. Côté comptabilité : travail le week-end pour tenir les deadline. Surveillance. Peu/aucun d’avantages. Bien pour monter en compétences.",3.0
"Auditeur Junior (Former Employee) - Neuilly-sur-Seine (92) - February 12, 2022","L'audit financier est une bonne école c'est très formateur. Toutefois, la charge de travail et les horaires sont très exigeants",3.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Auditor Externo (Former Employee) - Argentina - February 7, 2022",flexibilidad horaria para estudiantes universitarios,4.0
"Auditeur financier (Former Employee) - Tours (37) - January 23, 2022","Entreprise qui forme ses collaborateurs. Les missions sont nombreuses et comme tous les cabinets, les budgets sont à tenir.",4.0
"Stagista (Former Employee) - Roma - January 20, 2022","Ho fatto uno stage di sei mesi, confidando che potesse essere un'opportunità, invece ho trovato un ambiente un pò chiuso e scarsa attenzione verso la persona ed il lavoro",3.0
"Auditor Externo (Former Employee) - Encargado - December 9, 2021","Es buen lugar para aprender, mal lugar para quedarte mucho tiempo. Con el paso del tiempo si trabajas bien te empiezan a dar mas responsabilidades pero ya no son remuneradas como quisieramos. Tambien depende en el caso de Auditoria con el gerente que estes trabajando. Eso si es un excelente lugar para empezar y puedes ir subiendo si quieres crecer.

Lo malo creo que como en cualquier despacho o big four, estaras casi todo el dia trabajando, fines de semana y no te pagaran extra. Mas cuando se tiene la entrega con el cliente lo tienes que terminar en ese tiempo.",4.0
"Comptable (Former Employee) - Perpignan (66) - December 6, 2021","Première entreprise a ghoster certains de ses salariés. Oui oui, vous avez envie de vous sentir invisible et inutile, foncez. Mais toujours avec le sourire. Hormis ca, et plus sérieusement avec le recul, je trouve ca gravissime d'embaucher des personnes qui étaient à Pole Emploi, qui touchaient leurs alloc, qui prennent le risque de sauter le pas pour cette entreprise, pleines de motivation pour avoir ce genre d'expérience. Pas sérieux du tout.",1.0
"Consultor Jr. (Former Employee) - Ciudad de México - November 3, 2021","Mi experiencia en Salles la califico como buena, es un lugar que te permite aprender nuevas cosas, recibes capacitación constante, y el ambiente laboral depende del área, no hay oportunidad de crecimiento, los sueldos son bajos, pero la flexibilidad de horario y el equilibrio de vida personal con el trabajo lo compensan en parte",3.0
"Comptable (Former Employee) - Tours (37) - October 2, 2021",A fuir. Le turnover est impressionnant.,1.0
"Assistente Executiva Bilíngue (Former Employee) - São Paulo, SP - September 23, 2021","Empresa competitiva no seu ramo de atuação.
Muito dinâmica.",3.0
"Asistente de auditoría externa (Former Employee) - Quito, Provincia de Pichincha - September 12, 2021","Excelente lugar para aprender, excelentes profesionales .",5.0
"Ayudante de auditoría (Former Employee) - Monterrey, N. L. - July 5, 2021",Demasiadas horas de trabajo no pagadas y pocas posibilidades de crecimiento,1.0
"Associé (Former Employee) - Paris (75) - June 12, 2021","Arrivé afin de replacer un associé qui devait partir
Finalement pas de départ de celui-ci pour d’obscures raisons
Et mise en situations d’affrontements incessants de la direction …",1.0
"Asistente /Recepcionista (Former Employee) - Recursos Humanos - May 20, 2021","Mi experiencia en Salles Sainz fue muy grata, buen ambiente, excelente relación con compañeros y altos ejecutivos.",5.0
"Staff de Auditoría (Current Employee) - Ciudad de México - April 19, 2021","Falta de comunicación, mucha carga de trabajoo pagan horas extras.",2.0
"Analista Contabil Senior (Former Employee) - Morumbi, SP - April 9, 2021","Venho me apresentar como profissional (analista contábil PJ/Freelancer, posso atuar também como contadora autônoma, possuo experiência de 13 anos na área contábil/fiscal, atendendo clientes lucro real/presumido, simples nacional, conhecimentos em toda rotina contábil/fiscal, classificação, conciliações de documentos/escrituração contábil/fiscal, fechamento de balancetes mensais/anuais, demonstrações contábeis, relatórios gerenciais, obrigações acessórias, cálculos de impostos diretos e indiretos, retenções, ECF, ECD, DCTF, Perdcomps, DEFIS, DAS Mensal, regularização fiscal de empresas, entregas de DIRPF.
Me disponho a esclarecer/conversar quaisquer dúvidas relacionadas aos meus conhecimentos e projetos já realizados.

Atenciosamente.",5.0
"Gerente de Auditoría (Current Employee) - Auditorías externas - November 17, 2020",Trabajar aquí es desarrollar tus conocimientos en el área asignada y te toman en cuenta tus deciciones al aplicarlas sin intervención de los jefes o encargados de las áreas,5.0
"Auxiliar Contable (Current Employee) - Monterrey, N. L. - October 9, 2020","Es una empresa que cuida y proteje a sus empleados. Maneja una cultura de trabajo de excelencia. Las prestaciones son un plus increíble. Ofrecen mucho crecimiento y capacitación.
El único pero es el salario, puede ser bajo al inicio.",5.0
"Analista Contable (Former Employee) - Periférico - October 4, 2020","Considero que si aprendes si no llevas experiencia, las prestaciones son superiores a las de ley.",3.0
"Encargada de Auditoría (Former Employee) - México - September 8, 2020","La firma es bastante humana, te dan cursos de actualización y hay mucha oportunidad de crecimiento, dan apoyo los gerentes y socios, a demás de dar capacitación y desarrollo a todos los colaboradores. El ambiente es muy bueno y profesional.",5.0
"Assistant Auditor Ασκούμενος Ορκωτός Ελεγκτής (Former Employee) - Αθήνα - July 29, 2020","Αγχος, πιεση και λιγα λεφτα λογω κρατικου μηχανισμου",5.0
"Comptable (Former Employee) - Lille (59) - July 3, 2020","Aucune reconnaissance, les augmentations sont digne d'un film de Charlot.

Une recommandation trouver ailleurs et mieux, ça sera pas compliqué",1.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"Contador Senior (Former Employee) - Coyoacán, CDMX - June 23, 2020","Buen lugar para trabajar y adquirir experiencia, con buenas prestaciones",4.0
"Financial Services assistant agent (Former Employee) - Αθήνα - June 23, 2020",Θα προτιμούσα να μη μεταφέρω την κριτική μου με λόγια..Θεωρώ οτι η βαθμολογία επαρκεί.,3.0
"Assistante (Former Employee) - Neuilly-sur-Seine (92) - June 16, 2020","A fuir ! Climat froid, absolument aucun esprit d'équipe, collègues travaillant ensemble depuis des années qui se parlent à peine... Pour l'équipe Corporate ou j'étais c'est du jamais vu pour ma part!! Avocat associé et manager complètement perchés qui ressassent toujours les mêmes choses, ne savent absolument pas gérer l'equipe, passent leur temps a critiquer leur collègues.. Bref j'ai détale aussi vite que je suis arrivée !!",2.0
"Administrativa (Former Employee) - Barcelona, Barcelona provincia - June 3, 2020","Trabajé durante 5 años y la experiencia no fue nada buena, mal ambiente, mal valorada, mal pagado, compañerismo inexistente y posibilidades de ascenso y progresión inexistentes.",1.0
"Assistant administratif (Former Employee) - Neuilly-sur-Seine (92) - May 20, 2020","Bon accueil.
Rémunération peu encourageante. Activité très segmentée.",3.0
"Assistante comptable (Former Employee) - Union (MQ) - May 9, 2020",Entreprise avec une bonne ambiance de travail. Correcte,4.0
"Assistante administrative (Former Employee) - Rennes (35) - May 7, 2020",Mon expérience professionnelle au cabinet Grant Thornton a été extrêmement formatrice. J'y ai appris la culture d'entreprise et le travail d'équipe. L'environnement y est très agréable.,5.0
"Audit Assistant (Former Employee) - San Juan, PR - April 25, 2020",Suben a seniors personas sin conocimiento. Tienes que hacer una auditoria en dos semanas. Y el programa es pesimo. No volveria a una firma como Kevane Grant Thornton.,1.0
"Ορκωτός Ελεγκτής Λογιστής (Current Employee) - Συγγρού, Αθήνα - April 21, 2020",Πολύ καλό περιβάλλον εργασίας με διοίκηση που είναι πάντα δίπλα στους εργαζομένους.,5.0
"Secrétaire (Former Employee) - La Seyne-sur-Mer (83) - April 19, 2020","Equipe jeune et dynamique, toujours à l'écoute.
Travail en autonomie (vérifié par le tuteur)",5.0
"Superviseur comptable (Former Employee) - Perpignan (66) - April 12, 2020",Expérience enrichissante et qui m'a permis de développer un management participatif au sein du projet ATLAS qui détermine la fusion des différentes cliniques du groupe ELSAN à l'échelle nationale,5.0
"Asistente de Auditoria (Former Employee) - Medellín, Antioquia - April 11, 2020","No tienen disposición para enseñar, son muy individualistas, sólo se enfocan en las personas que llevan bastante tiempo. No respetan el tiempo de almuerzo, les molesta si no puedes trabajar en algún momento horas extras.",2.0
"Auxiliar Contábil (Former Employee) - Paraíso, SP - April 7, 2020","Gostei muito de ter trabalhado na Grant Thornton, não só pela estrutura mas a cultura que ela mantém, com certeza foi um dos pontos que mais me cativou e me ajudou a expandir, mente, projetos, sonhos.",5.0
"Asistente B outsourcing contable (Former Employee) - Bogotá D.C., Cundinamarca - March 30, 2020","Es una compañia en donde se pueden adquirir conocimiento que te ayudan en tu vida laboral, sin embargo, al tratarse de una compañia que presta servicios contables la cantidad de trabajo puede ser abundante.",5.0
"Senior Auditor Consultant (Former Employee) - Italia centrale - February 26, 2020","Stipendio basso, ma lavoro altamente formativo e stimolante.",3.0
"Analista Contable B (Former Employee) - Oficina - February 18, 2020","El ambiente laboral es Bueno, pero el crecimiento dentro de la firma no tanto .",4.0
"Encargado de Auditoria (Former Employee) - Ciudad de México - February 7, 2020",Es un buen lugar para aprender y también tiene un ambiente laboral agradable. Con los socios y gerentes tienes la libertad de expresar tu opinión,4.0
"Ασκούμενη Ορκωτός Ελεγκτής/Σύμβουλος (Current Employee) - Αθήνα - February 2, 2020",Πολύωρη εργασία. Σωστή καθοδήγηση. Καλή συνεργασία,3.0
"Assistente Administrativo (Former Employee) - Curitiba, PR - January 27, 2020","Cada dia de trabalho é mais motivante, pois você descobre a cada dia ser melhor com suas atribuições. Possibilita você ser um profissional com autoestima, podendo contar com seus superiores da direção e gerência, conhecendo e desenvolvendo novas descobertas e culturas através do próprio ambiente de trabalho, onde torna a parte mais agradável do trabalho.",5.0
"Auditor Senior (Former Employee) - Guadalajara, Jal. - January 23, 2020",Si se mejoraran los sueldos y se pensara un poco más en la parte de humana creo que sería un excelente lugar de trabajo,3.0
"Audit Manager (Former Employee) - Audit Manager - December 7, 2022","The work day is a busy one starting at 8.00 Am with a lunch break , and ending at 5.00 Pm for a normal regulated working hours.

However due to the nature of work you find yourself putting in extra hours so as to be able to meet strict deadlines.
I learned a lot of policies and procedures for auditing and consultancy work as the local office has to adapt to the standard operating procedures of Grant Thornton International .
The most challenging part of the work here is the fact that the accounting and book keeping regimes at the clients places is never that of computerized records and even where records are computerized there will be some problems of incomplete records.

The most enjoyable part of the work here is working with the computer, through the computer and with the computerized auditing and accounting packages",3.0
"infromacion (Practicas profesionales) (Former Employee) - Henegouwen - January 22, 2020",empresa dedicada a tener buen ambiente laboral con buenas competencias,5.0
"Analista Contábil Sênior (Former Employee) - Botafogo, RJ - January 22, 2020","Experiencia muito enriquecedora, principalmente por lidar com varios tipos de seguimentos empresariais.",5.0
"Auditor Externo (Current Employee) - Santiago de Chile, Región Metropolitana - January 13, 2020","Empresa mal organizada, dudosa procedencia en la gestión de sus auditoría y muy mala empatía con sus trabajadores",1.0
"Medarbetare (Current Employee) - Stockholm - January 6, 2020","Företag med mycket generösa förmåner, mycket bra arbetskamrater",4.0
"Despacho Contable (Former Employee) - Ciudad de México - January 6, 2020",Es una empresa increíble para trabajar el único problema es que la paga es un poco baja,5.0
"Adminstratief medewerkster (Former Employee) - Leiden - December 29, 2019","Goede opleidingen en doorgroeimogelijkheden,weinig contact met klanten",3.0
"Gestionnaire de paie (Former Employee) - Lyon (69) - December 27, 2019","Très bon souvenir de mon passage dans ce cabinet comptable. En matière sociale, c'est bien le seul endroit que j'ai connu qui était plus axé sur la qualité que sur la productivité.
Bonne ambiance entre collègues, rythme de travail satisfaisant.",4.0
"Consultor Jr. (Former Employee) - Ciudad de México - December 23, 2019","Estuve un año y medio en el área de bas (en específico en pld) y lo que resultó ser emocionante terminó siendo un infierno tal cual, hay carencia de liderazgo en el área, los supervisores no apoyan a los juniors, hay una mala distribución del trabajo y el sueldo no corresponde con tus funciones, hay nepotismo y favoritismo en el área y un enorme descuido de los jefes hacia los subordinados, no hay oportunidad de crecimiento en dicha área...

Pd. Por nada del mundo se les ocurra entrar en pld grant thornton

Cuando yo estuve trabajando allí hubo más de 15 personas que se fueron por conflictos con los gerentes.",2.0
"Assistante comptable (Former Employee) - 59 boulevard d’armoriaux - December 17, 2019","Un travaille très collaborative, et trop communicatif aussi",5.0
"Asistente de auditoria (Former Employee) - Querétaro, Qro. - November 25, 2019","buen ambiente de trabajo, mucho aprendizaje en genera",5.0
"ASSISTENTE ADMINSTRATIVO (Former Employee) - Vila Olímpia, SP - November 21, 2019","A empresa tem mais nome que outra coisa, mas há bons benefícios e eles tendem a melhorar.",4.0
"Gerente Contábil Sênior (Former Employee) - São Paulo, SP - November 19, 2019",Liberdade na solução de problemas e ótimo relacionamento entre membros das diversas equipes da empresa,5.0
